Date,Price
2024-02-21 11:00:00,2900.37
2024-02-21 12:00:00,2921.17
2024-02-21 13:00:00,2907.35
2024-02-21 14:00:00,2891.52
2024-02-21 15:00:00,2914.23
2024-02-21 16:00:00,2931.33
2024-02-21 17:00:00,2897.85
2024-02-21 18:00:00,2900.25
2024-02-21 19:00:00,2912.74
2024-02-21 20:00:00,2906.41
2024-02-21 21:00:00,2927.44
2024-02-21 22:00:00,2934.3
2024-02-21 23:00:00,2968.67
2024-02-22 00:00:00,2941.2
2024-02-22 01:00:00,2910.05
2024-02-22 02:00:00,2920.11
2024-02-22 03:00:00,2934.6
2024-02-22 04:00:00,2926.12
2024-02-22 05:00:00,2932.83
2024-02-22 06:00:00,2959.59
2024-02-22 07:00:00,2992.71
2024-02-22 08:00:00,3019.88
2024-02-22 09:00:00,3022.87
2024-02-22 10:00:00,2995.83
2024-02-22 11:00:00,2989.63
2024-02-22 12:00:00,2980.54
2024-02-22 13:00:00,2942.63
2024-02-22 14:00:00,2964.12
2024-02-22 15:00:00,2985.4
2024-02-22 16:00:00,2968.99
2024-02-22 17:00:00,2984.12
2024-02-22 18:00:00,2992.39
2024-02-22 19:00:00,2986.64
2024-02-22 20:00:00,3012.3
2024-02-22 21:00:00,2985.06
2024-02-22 22:00:00,2987.12
2024-02-22 23:00:00,2969.67
2024-02-23 00:00:00,2987.95
2024-02-23 01:00:00,2978.08
2024-02-23 02:00:00,2943.49
2024-02-23 03:00:00,2954.1
2024-02-23 04:00:00,2951.7
2024-02-23 05:00:00,2958.26
2024-02-23 06:00:00,2963.82
2024-02-23 07:00:00,2932.39
2024-02-23 08:00:00,2923.3
2024-02-23 09:00:00,2938.64
2024-02-23 10:00:00,2941.56
2024-02-23 11:00:00,2942.86
2024-02-23 12:00:00,2927.97
2024-02-23 13:00:00,2941.59
2024-02-23 14:00:00,2947.89
2024-02-23 15:00:00,2916.49
2024-02-23 16:00:00,2934.08
2024-02-23 17:00:00,2945.38
2024-02-23 18:00:00,2944.66
2024-02-23 19:00:00,2946.03
2024-02-23 20:00:00,2951.56
2024-02-23 21:00:00,2942.44
2024-02-23 22:00:00,2922.5
2024-02-23 23:00:00,2922.1
2024-02-24 00:00:00,2933.25
2024-02-24 01:00:00,2909.47
2024-02-24 02:00:00,2923.4
2024-02-24 03:00:00,2930.45
2024-02-24 04:00:00,2946.69
2024-02-24 05:00:00,2947.95
2024-02-24 06:00:00,2947.39
2024-02-24 07:00:00,2962.84
2024-02-24 08:00:00,2949.99
2024-02-24 09:00:00,2958.52
2024-02-24 10:00:00,2958.13
2024-02-24 11:00:00,2961.0
2024-02-24 12:00:00,2957.12
2024-02-24 13:00:00,2966.27
2024-02-24 14:00:00,2960.11
2024-02-24 15:00:00,2955.59
2024-02-24 16:00:00,2963.07
2024-02-24 17:00:00,2992.74
2024-02-24 18:00:00,2981.18
2024-02-24 19:00:00,2986.71
2024-02-24 20:00:00,2987.74
2024-02-24 21:00:00,2985.38
2024-02-24 22:00:00,2988.29
2024-02-24 23:00:00,2992.35
2024-02-25 00:00:00,2994.31
2024-02-25 01:00:00,3016.77
2024-02-25 02:00:00,3030.68
2024-02-25 03:00:00,3025.14
2024-02-25 04:00:00,3022.57
2024-02-25 05:00:00,3033.62
2024-02-25 06:00:00,3034.59
2024-02-25 07:00:00,3030.06
2024-02-25 08:00:00,3018.73
2024-02-25 09:00:00,3020.27
2024-02-25 10:00:00,3025.82
2024-02-25 11:00:00,3040.41
2024-02-25 12:00:00,3043.38
2024-02-25 13:00:00,3038.29
2024-02-25 14:00:00,3067.49
2024-02-25 15:00:00,3043.84
2024-02-25 16:00:00,3040.36
2024-02-25 17:00:00,3061.74
2024-02-25 18:00:00,3065.41
2024-02-25 19:00:00,3081.56
2024-02-25 20:00:00,3098.67
2024-02-25 21:00:00,3109.58
2024-02-25 22:00:00,3102.26
2024-02-25 23:00:00,3112.81
2024-02-26 00:00:00,3115.5
2024-02-26 01:00:00,3106.87
2024-02-26 02:00:00,3093.63
2024-02-26 03:00:00,3107.65
2024-02-26 04:00:00,3103.46
2024-02-26 05:00:00,3106.9
2024-02-26 06:00:00,3113.1
2024-02-26 07:00:00,3087.11
2024-02-26 08:00:00,3092.48
2024-02-26 09:00:00,3041.01
2024-02-26 10:00:00,3056.06
2024-02-26 11:00:00,3056.92
2024-02-26 12:00:00,3063.5
2024-02-26 13:00:00,3061.27
2024-02-26 14:00:00,3104.1
2024-02-26 15:00:00,3146.93
2024-02-26 16:00:00,3154.05
2024-02-26 17:00:00,3150.98
2024-02-26 18:00:00,3137.99
2024-02-26 19:00:00,3181.18
2024-02-26 20:00:00,3184.86
2024-02-26 21:00:00,3186.0
2024-02-26 22:00:00,3186.79
2024-02-26 23:00:00,3178.24
2024-02-27 00:00:00,3169.79
2024-02-27 01:00:00,3223.73
2024-02-27 02:00:00,3241.78
2024-02-27 03:00:00,3217.61
2024-02-27 04:00:00,3211.43
2024-02-27 05:00:00,3221.94
2024-02-27 06:00:00,3231.93
2024-02-27 07:00:00,3218.13
2024-02-27 08:00:00,3221.34
2024-02-27 09:00:00,3259.49
2024-02-27 10:00:00,3261.05
2024-02-27 11:00:00,3256.46
2024-02-27 12:00:00,3258.6
2024-02-27 13:00:00,3269.06
2024-02-27 14:00:00,3254.92
2024-02-27 15:00:00,3230.42
2024-02-27 16:00:00,3237.69
2024-02-27 17:00:00,3225.96
2024-02-27 18:00:00,3236.58
2024-02-27 19:00:00,3251.92
2024-02-27 20:00:00,3254.43
2024-02-27 21:00:00,3249.26
2024-02-27 22:00:00,3248.98
2024-02-27 23:00:00,3243.69
2024-02-28 00:00:00,3255.36
2024-02-28 01:00:00,3236.26
2024-02-28 02:00:00,3245.8
2024-02-28 03:00:00,3250.6
2024-02-28 04:00:00,3268.9
2024-02-28 05:00:00,3254.24
2024-02-28 06:00:00,3260.63
2024-02-28 07:00:00,3304.44
2024-02-28 08:00:00,3332.72
2024-02-28 09:00:00,3361.01
2024-02-28 10:00:00,3346.37
2024-02-28 11:00:00,3298.83
2024-02-28 12:00:00,3315.06
2024-02-28 13:00:00,3356.05
2024-02-28 14:00:00,3358.33
2024-02-28 15:00:00,3350.4
2024-02-28 16:00:00,3426.82
2024-02-28 17:00:00,3345.16
2024-02-28 18:00:00,3320.09
2024-02-28 19:00:00,3300.17
2024-02-28 20:00:00,3298.75
